2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Scituate - Hatherly Elementary,02640010,      16,  17.0,        272,  45.6,  54.4,   1.1,  19.1,5.5
Scituate - Jenkins Elementary School,02640015,      20,  18.3,        366,  45.4,  54.6,   0.3,  14.8,12
Scituate - Scituate High School,02640505,      48,  20.8,        882,  52.6,  47.4,   0.2,  10.7,9.9
Scituate - Wampatuck Elementary,02640020,      18,  18.1,        325,  50.2,  49.8,   2.2,  11.4,10.5
Seekonk - Dr. Kevin M. Hurley Middle School,02650405,      37,  15.5,        509,  50.5,  49.5,   1.0,  18.7,13.6
Seekonk - George R Martin,02650007,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Seekonk - Mildred Aitken School,02650015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Seekonk - Seekonk High,02650505,      35,  19.2,        587,  52.6,  47.4,   1.4,  17.2,13.3
Seven Hills Charter Public (District) - Seven Hills Charter School,04860105,      33,  25.6,        653,  48.4,  51.6,  29.2,  15.2,58.5
Sharon - Cottage Street,02660005,      23,  19.7,        454,  47.8,  52.2,  10.4,  13.0,4.6
Sharon - East Elementary,02660010,      20,  21.4,        427,  50.6,  49.4,   6.8,  12.4,8.2
Sharon - Heights Elementary,02660015,      20,  22.2,        444,  50.0,  50.0,   5.6,  15.5,6.8
Sharon - Sharon Early Childhood Center,02660001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Sharon - Sharon High,02660505,      58,  19.6,"      1,061",  47.3,  52.7,   1.0,  11.2,6.6
Sharon - Sharon Middle,02660305,      55,  16.9,        874,  49.0,  51.0,   2.7,  11.9,8.2
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,08710605,      84,  15.4,"      1,294",  42.1,  57.9,   0.0,  21.5,13.9
Sherborn - Pine Hill,02690010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shrewsbury - Beal School,02710005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shrewsbury - Calvin Coolidge,02710015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shrewsbury - Floral Street School,02710020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shrewsbury - Oak Middle School,02710030,      45,  22.3,"      1,004",  50.2,  49.8,   2.2,  13.5,10.4
Shrewsbury - Parker Road Preschool,02710040,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shrewsbury - Sherwood Middle School,02710305,      60,  21.4,        960,  47.5,  52.5,   1.5,  14.5,10.2
Shrewsbury - Shrewsbury Sr High,02710505,     102,  18.6,"      1,814",  53.4,  46.4,   2.4,   9.2,8.9
Shrewsbury - Spring Street,02710035,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shrewsbury - Walter J Paton,02710025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Shutesbury - Shutesbury Elementary,02720005,       8,  13.8,        110,  58.2,  41.8,   0.0,  16.4,30.9
Silver Hill Horace Mann Charter (District) - Silver Hill Horace Mann Charter School,04770010,      25,  22.1,        553,  50.5,  49.5,   6.7,  17.4,28.4
Silver Lake - Silver Lake Regional High,07600505,      65,  21.1,"      1,189",  49.4,  50.6,   0.2,  10.6,15.2
Silver Lake - Silver Lake Regional Middle School,07600405,      60,  17.9,        542,  46.9,  53.1,   0.6,  15.5,16.4
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,04740505,      30,  12.5,        338,  48.8,  51.2,   1.2,  23.7,32.2
Somerset - Chace Street,02730005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Somerset - North Elementary,02730008,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Somerset - Somerset Middle School,02730305,      33,  19.0,        626,  47.1,  52.9,   0.5,  15.5,18.8
Somerset - South,02730015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Somerset Berkley Regional School District - Somerset Berkley Regional High School,07630505,      64,  17.1,        993,  51.2,  48.8,   0.1,   8.8,12.9
Somerville - Albert F. Argenziano School at Lincoln Park,02740087,       6,  21.2,        127,  47.2,  52.8,   3.1,  12.6,29.9
Somerville - Arthur D Healey,02740075,       9,  14.4,        130,  55.4,  44.6,   2.3,  21.5,49.2
Somerville - Benjamin G Brown,02740015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Somerville - Capuano Early Childhood Center,02740005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Somerville - E Somerville Community,02740111,      12,  16.2,        194,  54.1,  45.9,  15.5,  25.3,54.1
Somerville - Full Circle High School,02740510,      14,   6.1,         54,  38.9,  61.1,   5.6,  64.8,66.7
Somerville - John F Kennedy,02740083,      11,  15.4,        169,  42.6,  57.4,   0.0,  21.9,30.8
Somerville - Next Wave Junior High,02740410,       3,   7.3,         22,  13.6,  86.4,   4.5,  63.6,63.6
Somerville - Somerville High,02740505,      88,  15.7,"      1,148",  44.8,  55.1,  13.7,  15.2,38.8
Somerville - West Somerville Neighborhood,02740115,       6,  18.7,        112,  47.3,  52.7,   1.8,  16.1,37.5
Somerville - Winter Hill Community,02740120,      11,  18.2,        198,  42.4,  57.6,  50.0,  21.7,56.1
South Hadley - Michael E. Smith Middle School,02780305,      29,  19.6,        564,  51.8,  48.2,   4.4,  14.2,24.5
South Hadley - Mosier,02780020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
South Hadley - Plains Elementary,02780015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
South Hadley - South Hadley High,02780505,      37,  15.2,        513,  50.3,  49.7,   1.6,  10.7,17.5
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,08290605,      44,  16.3,        703,  41.3,  58.7,   9.8,  40.7,38.4
South Shore Charter Public (District) - South Shore Charter Public School,04880550,      54,  16.6,        898,  50.8,  49.2,  14.3,  16.8,15.9
South Shore Regional Vocational Technical - So Shore Vocational Technical High,08730605,      47,  13.4,        631,  33.6,  66.4,   0.0,  31.2,22.3
Southampton - William E Norris,02750005,      26,  18.4,        478,  47.7,  52.3,   2.3,  19.9,12.1
Southborough - Albert S. Woodward Memorial School,02760050,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Southborough - Margaret A Neary,02760020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Southborough - Mary E Finn School,02760008,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Southborough - P Brent Trottier,02760305,      29,  16.7,        448,  49.6,  50.4,   3.8,  12.9,3.1
Southbridge - Charlton Street,02770005,      17,  18.1,        307,  47.9,  52.1,  25.7,  15.3,68.1
Southbridge - Eastford Road,02770010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Southbridge - Southbridge High School,02770515,      33,  17.9,        505,  48.5,  51.5,  25.3,  23.4,64.8
Southbridge - Southbridge Middle School,02770315,      31,  18.0,        508,  45.9,  54.1,  25.4,  18.5,67.3
Southbridge - West Street,02770020,      17,  21.1,        356,  50.0,  50.0,  33.4,  20.2,69.7
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,08720605,     110,  14.5,"      1,411",  48.5,  51.5,   1.1,  15.4,34.1
Southern Berkshire - Mt Everett Regional,07650505,      23,  12.3,        275,  53.8,  46.2,   0.0,  16.4,32
Southern Berkshire - New Marlborough Central,07650018,       6,  13.5,         81,  46.9,  53.1,   0.0,   3.7,22.2
Southern Berkshire - Undermountain,07650035,      17,  16.5,        281,  44.5,  55.5,   3.9,  12.8,34.5
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,08760605,      78,  14.1,"      1,099",  41.1,  58.9,   0.2,  12.8,21.6
Southwick-Tolland-Granville Regional School District - Powder Mill School,07660315,      21,  21.1,        443,  50.6,  49.4,   3.6,  16.7,25.1
Southwick-Tolland-Granville Regional School District - Southwick Regional School,07660505,      51,  16.3,        690,  50.1,  49.9,   0.9,  14.5,14.5
Southwick-Tolland-Granville Regional School District - Woodland School,07660010,      30,  12.1,        363,  45.7,  54.3,   3.6,  18.7,28.4
Spencer-E Brookfield - David Prouty High,07670505,      26,  13.3,        281,  47.7,  52.3,   2.1,  15.3,31.3
Spencer-E Brookfield - East Brookfield Elementary,07670008,       2,  19.5,         39,  46.2,  53.8,   0.0,  20.5,25.6
Spencer-E Brookfield - Knox Trail Middle School,07670415,      31,  17.0,        432,  44.2,  55.8,   3.2,  22.9,36.6
Spencer-E Brookfield - Wire Village School,07670040,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Springfield - Alfred G. Zanetti Montessori Magnet School,02810095,      17,  18.4,        313,  51.8,  48.2,   2.6,   7.3,31
Springfield - Alice B Beal Elementary,02810175,      13,  18.4,        239,  50.6,  49.4,  17.6,  16.7,64.9
Springfield - Arthur T Talmadge,02810165,      13,  16.3,        212,  49.1,  50.9,   7.5,  18.4,78.8
Springfield - Balliet Middle School,02810360,       6,  14.2,         85,  40.0,  60.0,   8.2,  32.9,89.4
Springfield - Brightwood,02810025,      19,  15.6,        297,  49.2,  50.8,  26.3,  20.5,92.3
Springfield - Chestnut Academy,02810365,      46,  17.3,        431,  47.6,  52.4,  27.4,  27.8,87
Springfield - Chestnut Accelerated Middle School (Talented and Gifted),02810367,      26,  16.8,        300,  55.0,  45.0,   6.0,  17.0,65.3
Springfield - Conservatory of the Arts,02810475,      43,   9.8,        347,  69.7,  30.3,  13.3,  20.2,74.9
Springfield - Daniel B Brunton,02810035,      22,  17.7,        389,  50.6,  49.4,  16.2,  19.5,77.1
Springfield - Early Childhood Education Center,02810001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Springfield - Edward P. Boland School,02810010,      26,  20.7,        515,  43.1,  56.9,  28.2,  26.2,82.1
Springfield - Elias Brookings,02810030,      14,  19.9,        279,  44.8,  55.2,  20.4,  33.0,81.4
Springfield - Forest Park Middle,02810325,      78,  15.7,        736,  49.2,  50.8,  24.0,  21.6,80.6
Springfield - Frank H Freedman,02810075,      11,  28.0,        308,  48.1,  51.9,  15.6,  17.2,70.5
Springfield - Frederick Harris,02810080,      26,  20.3,        506,  51.0,  49.0,  16.8,  18.4,70.2
Springfield - Gateway to College at Holyoke Community College,02810575,       1,   7.0,          7,  85.7,  14.3,  14.3,   0.0,71.4
Springfield - Gateway to College at Springfield Technical Community College,02810580,       1,  10.0,         10,  70.0,  30.0,  10.0,   0.0,80
Springfield - German Gerena Community School,02810195,      32,  16.6,        530,  51.1,  48.9,  25.5,  26.6,84
Springfield - Glenwood,02810065,      13,  21.8,        284,  46.8,  53.2,  14.8,  18.7,72.2
Springfield - Glickman Elementary,02810068,      16,  19.4,        310,  48.7,  51.3,  19.7,  37.1,74.5
Springfield - High School Of Commerce,02810510,     117,  13.1,        960,  48.8,  51.3,  28.0,  21.0,77
Springfield - Hiram L Dorman,02810050,      13,  21.5,        279,  48.7,  51.3,  15.8,  23.3,81.4
Springfield - Homer Street,02810085,      16,  24.6,        393,  47.6,  52.4,  23.2,  15.3,81.4
Springfield - Impact Prep at Chestnut,02810366,      13,  18.8,        230,  54.3,  45.7,  26.1,  21.3,91.7
Springfield - Indian Orchard Elementary,02810100,      25,  21.8,        544,  47.1,  52.9,  13.8,  23.7,80.3
Springfield - John F Kennedy Middle,02810328,      23,  21.1,        483,  45.1,  54.9,  16.1,  24.2,82.8
Springfield - John J Duggan Middle,02810320,      81,  12.0,        763,  44.7,  55.3,  12.1,  23.5,68.8
Springfield - Kensington International School,02810110,      12,  23.4,        281,  51.6,  48.4,  26.7,  16.4,80.8
Springfield - Liberty,02810115,      11,  22.9,        252,  52.0,  48.0,  25.8,  13.1,76.2
Springfield - Liberty Preparatory Academy,02810560,       3,   4.0,         12,  16.7,  83.3,   8.3,  16.7,83.3
Springfield - Lincoln,02810120,      15,  25.9,        367,  43.6,  56.4,  33.0,  15.3,87.2
Springfield - M Marcus Kiley Middle,02810330,      64,  20.2,        687,  45.1,  54.9,  15.0,  21.3,79
Springfield - Margaret C Ells,02810060,       3,   9.7,         29,  31.0,  69.0,   3.4,  58.6,82.8
Springfield - Mary A. Dryden Veterans Memorial School,02810125,      15,  19.1,        279,  52.7,  47.3,  11.8,  13.6,67
Springfield - Mary M Lynch,02810140,      16,  13.8,        221,  52.5,  47.5,   9.0,  15.4,79.2
Springfield - Mary M Walsh,02810155,      13,  21.2,        275,  45.5,  54.5,  28.0,  22.5,77.8
Springfield - Mary O Pottenger,02810145,      16,  24.8,        396,  48.0,  52.0,  19.2,  19.4,68.2
Springfield - Milton Bradley School,02810023,      22,  20.8,        458,  50.4,  49.6,  23.4,  23.6,89.1
Springfield - Rebecca M Johnson,02810055,      27,  23.0,        620,  48.1,  51.9,  18.4,  25.5,87.9
Springfield - Rise Academy at Van Sickle,02810480,      11,  20.4,        224,  45.5,  54.5,  27.2,  21.4,81.3
Springfield - Roger L. Putnam Vocational Technical Academy,02810620,     151,  14.4,"      1,414",  54.0,  46.0,   8.5,  15.0,65.9
Springfield - STEM Middle Academy,02810350,      16,  17.8,        284,  39.8,  60.2,   3.2,  14.1,65.8
Springfield - Samuel Bowles,02810020,      15,  20.4,        303,  52.5,  47.5,  12.9,  16.2,71
Springfield - South End Middle School,02810355,      30,  12.8,        245,  49.8,  50.2,  22.9,  15.1,90.6
Springfield - Springfield Central High,02810500,     152,  14.4,"      1,966",  47.4,  52.6,  13.8,  15.3,63.3
Springfield - Springfield High School,02810570,      26,  11.4,        209,  41.6,  58.4,  12.0,  32.1,80.4
Springfield - Springfield High School of Science and Technology,02810530,     119,  15.1,"      1,233",  42.5,  57.5,  22.2,  21.4,76.6
Springfield - Springfield Public Day Elementary School,02810005,      11,   8.7,         87,  16.1,  83.9,  12.6,  88.5,83.9
Springfield - Springfield Public Day High School,02810550,      20,   7.6,         92,  27.2,  72.8,   9.8,  96.7,83.7
Springfield - Springfield Public Day Middle School,02810345,      11,   5.4,         59,  11.9,  88.1,  10.2,  96.6,98.3
Springfield - Springfield Vocational Academy,02810675,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Springfield - Sumner Avenue,02810160,      25,  18.1,        453,  45.5,  54.5,  23.6,  25.8,77.5
Springfield - The Springfield Renaissance School an Expeditionary Learning School,02810205,      46,  14.6,        670,  47.6,  52.4,   3.7,  14.9,50.4
Springfield - Thomas M Balliet,02810015,      10,  24.8,        248,  52.4,  47.6,   6.5,  16.5,68.1
Springfield - Van Sickle Academy,02810485,      33,  12.5,        407,  44.7,  55.3,  16.7,  25.1,73
Springfield - Warner,02810180,      13,  17.8,        232,  53.0,  47.0,  13.8,   9.9,68.5
Springfield - Washington,02810185,      17,  19.4,        329,  44.7,  55.3,  24.6,  14.0,74.5
Springfield - White Street,02810190,      15,  26.6,        399,  49.6,  50.4,  18.8,  18.0,81.5
Springfield - William N. DeBerry,02810045,      14,  18.1,        253,  42.7,  57.3,  28.9,  31.2,86.6
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,       8,  27.1,        214,  49.1,  50.9,  22.9,  18.2,67.8
Stoneham - Colonial Park,02840005,      12,  20.2,        233,  44.2,  55.8,   3.4,  21.0,10.7
Stoneham - Robin Hood,02840025,      15,  22.7,        340,  48.5,  51.5,   6.5,  22.9,20.9
Stoneham - South,02840030,      15,  21.1,        317,  50.8,  49.2,   7.3,  17.4,21.8
Stoneham - Stoneham Central Middle School,02840405,      62,  16.2,        685,  51.5,  48.5,   2.6,  18.4,15.9
Stoneham - Stoneham High,02840505,      40,  17.9,        665,  53.7,  46.3,   2.1,  13.1,13.2
Stoughton - Edwin A Jones Early Childhood Center,02850012,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Stoughton - Helen Hansen Elementary,02850010,      19,  11.9,        227,  52.4,  47.6,   5.3,  19.4,25.6
Stoughton - Joseph H Gibbons,02850025,      22,  16.1,        354,  50.8,  49.2,   4.8,  16.1,24.3
Stoughton - Joseph R Dawe Jr Elementary,02850014,      23,  15.4,        350,  46.9,  53.1,   4.6,  17.7,26.6
Stoughton - O'Donnell Middle School,02850405,      64,  15.7,        838,  45.1,  54.9,   4.1,  15.3,26.8
Stoughton - South Elementary,02850015,      15,  16.9,        254,  49.6,  50.4,   4.3,  12.2,26
Stoughton - Stoughton High,02850505,      87,  15.5,"      1,100",  49.1,  50.9,   2.7,  12.9,25
Stoughton - West Elementary,02850020,      18,  19.3,        348,  48.6,  51.4,  24.4,  13.5,48.6
Sturbridge - Burgess Elementary,02870005,      18,  21.6,        388,  42.8,  57.2,   0.8,  10.8,14.4
Sturgis Charter Public (District) - Sturgis Charter Public School,04890505,      54,  15.1,        814,  57.4,  42.6,   0.1,  13.4,12.9
Sudbury - Ephraim Curtis Middle,02880305,      47,  20.0,        935,  49.5,  50.5,   0.3,  16.4,4.6
Sudbury - General John Nixon Elementary,02880025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Sudbury - Israel Loring School,02880015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Sudbury - Josiah Haynes,02880010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Sudbury - Peter Noyes,02880030,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Sunderland - Sunderland Elementary,02890005,      13,  16.2,        203,  44.3,  55.7,   5.9,  18.2,29.1
Sutton - Sutton Early Learning,02900003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Sutton - Sutton Elementary,02900005,      15,  21.7,        325,  49.5,  50.5,   1.5,  22.8,10.2
Sutton - Sutton High School,02900510,      26,  16.0,        394,  52.0,  48.0,   0.0,   6.3,7.9
Sutton - Sutton Middle School,02900305,      17,  21.5,        365,  49.3,  50.7,   0.8,  13.4,9.3
Swampscott - Clarke,02910005,      15,  12.9,        193,  45.1,  54.9,  13.0,  21.2,17.1
Swampscott - Hadley,02910010,      15,  19.6,        294,  49.7,  50.3,  10.9,  14.6,20.7
Swampscott - Stanley,02910020,      15,  19.5,        293,  47.8,  52.2,   2.4,  11.6,4.4
Swampscott - Swampscott High,02910505,      45,  16.0,        664,  51.2,  48.8,   0.6,  13.3,15.1
Swampscott - Swampscott Middle,02910305,      49,  15.2,        695,  49.9,  50.1,   2.3,  17.7,13.2
Swansea - Elizabeth S Brown,02920006,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Swansea - Gardner,02920015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Swansea - Joseph Case High,02920505,      42,  13.1,        509,  47.7,  52.3,   0.4,  11.4,16.3
Swansea - Joseph Case Jr High,02920305,      67,  14.6,        519,  46.8,  53.2,   0.0,  11.8,19.7
Swansea - Joseph G Luther,02920020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Swansea - Mark G Hoyle Elementary,02920017,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,      94,  35.4,"      1,841",  58.3,  41.7,   1.0,  19.3,41.5
Tantasqua - Tantasqua Regional Jr High,07700405,      37,  17.9,        581,  50.3,  49.7,   0.3,  13.1,19.8
Tantasqua - Tantasqua Regional Sr High,07700505,     135,  13.6,"      1,104",  49.4,  50.6,   0.1,   7.6,15.7
Tantasqua - Tantasqua Regional Vocational,07700605,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Taunton - Benjamin Friedman Middle,02930315,      69,  22.1,        776,  48.5,  51.5,   1.9,  19.2,38.4
Taunton - East Taunton Elementary,02930010,      37,  16.9,        624,  49.8,  50.2,   3.4,  24.4,35.1
Taunton - Edmund Hatch Bennett,02930007,      16,  20.4,        327,  48.9,  51.1,   5.2,  14.1,28.1
Taunton - Edward F. Leddy Preschool,02930005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Taunton - Elizabeth Pole,02930027,      32,  18.9,        604,  47.5,  52.5,  11.6,  20.0,55.6
Taunton - H H Galligan,02930057,      13,  18.2,        236,  47.9,  52.1,  14.0,  21.6,64
Taunton - Hopewell,02930035,      15,  18.8,        282,  52.8,  47.2,   4.6,  24.1,58.2
Taunton - John F Parker Middle,02930305,      23,  21.1,        485,  51.1,  48.9,   4.3,  18.8,53.6
Taunton - Joseph C Chamberlain,02930008,      29,  18.2,        527,  49.7,  50.3,   2.7,  21.6,34.7
Taunton - Joseph H Martin,02930042,      63,  21.2,        681,  45.7,  54.3,   2.1,  16.2,41.6
Taunton - Mulcahey Elementary School,02930015,      23,  21.0,        483,  50.7,  49.3,   9.9,  19.0,51.1
Taunton - Taunton Alternative High School,02930525,      31,   7.5,        109,  32.1,  67.9,   0.0,  33.0,67
Taunton - Taunton High,02930505,     159,  23.3,"      2,640",  50.3,  49.6,   3.3,  15.3,36.7
Tewksbury - Heath-Brook,02950010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Tewksbury - John F. Ryan,02950023,      27,  19.0,        514,  47.5,  52.5,   1.9,  16.9,11.3
Tewksbury - John W. Wynn Middle,02950305,      35,  16.6,        581,  52.5,  47.5,   0.5,  20.3,14.3
Tewksbury - L F Dewing,02950001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Tewksbury - Louise Davy Trahan,02950025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Tewksbury - North Street,02950020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Tewksbury - Tewksbury Memorial High,02950505,      48,  20.0,        909,  48.3,  51.7,   1.4,  11.3,12.8
Tisbury - Tisbury Elementary,02960005,      11,  14.7,        155,  45.2,  54.8,  15.5,  14.2,18.1
Topsfield - Proctor Elementary,02980005,       5,  15.2,         76,  56.6,  43.4,   0.0,  10.5,6.6
Topsfield - Steward Elementary,02980010,       1,   2.0,          2,   0.0, 100.0,   0.0, 100.0,0
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,08780605,      63,  16.9,        969,  43.0,  56.8,   0.3,  26.5,18.1
Triton - Newbury Elementary,07730020,      24,  19.1,        458,  46.3,  53.7,   1.1,  18.3,11.1
Triton - Pine Grove,07730025,      23,  20.0,        459,  47.9,  52.1,   1.3,  16.8,14.6
Triton - Salisbury Elementary,07730015,      27,  19.4,        523,  47.8,  52.2,   1.9,  16.3,36.1
Triton - Triton Regional High School,07730505,      41,  18.3,        701,  51.2,  48.8,   0.7,  12.8,13.7
Triton - Triton Regional Middle School,07730405,      23,  18.3,        419,  50.1,  49.9,   1.0,  15.3,20.3
Truro - Truro Central,03000005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Tyngsborough - Tyngsborough Elementary,03010020,      38,  19.5,        741,  45.7,  54.3,   3.5,  16.3,13.6
Tyngsborough - Tyngsborough High School,03010505,      41,  17.5,        482,  50.6,  49.4,   0.8,   8.3,7.5
Tyngsborough - Tyngsborough Middle,03010305,      24,  17.1,        410,  49.3,  50.7,   1.2,  19.3,15.4
UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,04800405,      24,  20.7,        496,  48.6,  51.4,  25.8,  20.6,62.5
UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,      32,  23.7,        749,  49.0,  51.0,  26.6,  19.1,61.4
Up-Island Regional - Chilmark Elementary,07740010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Up-Island Regional - West Tisbury Elementary,07740020,      19,   9.9,        186,  41.4,  58.6,   2.2,  25.8,14.5
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,08790605,      36,  19.0,        683,  37.0,  63.0,   0.0,  17.3,21.7
Uxbridge - Gateway to College,03040515,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Uxbridge - McCloskey Middle School,03040015,      19,  22.5,        412,  46.1,  53.9,   1.5,  13.3,18
Uxbridge - Taft Early Learning Center,03040005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Uxbridge - Uxbridge High,03040505,      28,  19.5,        471,  46.1,  53.9,   0.8,  15.1,17.8
Uxbridge - Whitin Elementary School,03040020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,04980405,      13,  25.8,        308,  52.6,  47.4,   9.7,  23.4,68.2
Wachusett - Central Tree Middle,07750310,      28,  13.3,        372,  50.0,  50.0,   0.3,  17.2,10.2
Wachusett - Chocksett Middle School,07750315,      22,  16.8,        366,  49.5,  50.5,   0.3,  13.9,9.6
Wachusett - Davis Hill Elementary,07750018,      22,  21.7,        475,  47.4,  52.6,   2.5,  13.3,11.6
Wachusett - Dawson,07750020,      27,  18.2,        489,  49.5,  50.5,   5.7,  12.7,9.4
Wachusett - Early Childhood Center,07750001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wachusett - Glenwood Elementary School,07750060,      15,  23.0,        345,  50.1,  49.9,   1.4,  16.8,13.3
Wachusett - Houghton Elementary,07750027,      25,  15.3,        365,  47.1,  52.9,   0.5,  15.9,11.5
Wachusett - Leroy E.Mayo,07750032,      24,  20.4,        489,  47.4,  52.6,   3.5,  10.8,9
Wachusett - Mountview Middle,07750305,      40,  20.7,        814,  49.4,  50.6,   1.2,  13.8,9.1
Wachusett - Naquag Elementary School,07750005,      19,  18.8,        347,  52.4,  47.6,   4.0,  11.8,11.5
Wachusett - Paxton Center,07750040,      28,  16.9,        474,  47.5,  52.5,   4.0,  13.3,8
Wachusett - Thomas Prince,07750045,      20,  20.3,        405,  51.9,  48.1,   0.0,  14.6,4.9
Wachusett - Wachusett Regional High,07750505,     105,  20.0,"      2,085",  53.0,  46.9,   0.3,  12.3,7.4
Wakefield - Dolbeare,03050005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wakefield - Early Childhood Center at the Doyle School,03050001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wakefield - Galvin Middle School,03050310,      52,  20.1,"      1,044",  48.7,  51.3,   1.0,  20.4,13.4
Wakefield - Greenwood,03050020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wakefield - Wakefield Memorial High,03050505,      69,  16.7,"      1,019",  52.1,  47.9,   1.0,  15.2,11.1
Wakefield - Walton,03050040,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wakefield - Woodville School,03050015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wales - Wales Elementary,03060005,       3,  21.3,         64,  40.6,  59.4,   0.0,   6.3,25
Walpole - Bird Middle,03070305,      37,  19.5,        493,  49.9,  50.1,   2.4,  15.8,8.9
Walpole - Boyden,03070010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Walpole - Daniel Feeney Preschool Center,03070002,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Walpole - Eleanor N Johnson Middle,03070310,      31,  20.2,        451,  49.7,  50.3,   0.9,  12.4,7.3
Walpole - Elm Street School,03070005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Walpole - Fisher,03070015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Walpole - Old Post Road,03070018,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Walpole - Walpole High,03070505,      65,  18.1,"      1,131",  51.2,  48.7,   1.1,  13.5,9
Waltham - Douglas MacArthur Elementary School,03080032,      28,  15.6,        436,  43.1,  56.9,   8.5,  15.1,18.1
Waltham - Henry Whittemore Elementary School,03080065,      25,  17.9,        447,  46.8,  53.2,  54.4,  11.9,49.2
