2018 MCAS Achievement Results,,,,,,,,,,,,,,,,
School Name,School Code,Subject,P+A #,P+A %,A #,A %,P #,P %,NI #,NI %,W/F #,W/F %,No. of Students Included,CPI,Ave. SGP,Included In Ave. SGP
Wachusett - Wachusett Regional High,07750505,SCIENCE AND TECH/ENG,436,88,152,31,284,57,56,11,6,1,498,  95.4,N/A,N/A
Wakefield - Wakefield Memorial High,03050505,ENGLISH LANGUAGE ARTS,243,94,142,55,101,39,14,5,2,1,259,  98.1,  45.0,240
Wakefield - Wakefield Memorial High,03050505,MATHEMATICS,223,86,148,57,75,29,31,12,6,2,260,  94.0,  47.2,237
Wakefield - Wakefield Memorial High,03050505,SCIENCE AND TECH/ENG,196,76,70,27,126,49,57,22,4,2,257,  91.8,N/A,N/A
Walpole - Walpole High,03070505,ENGLISH LANGUAGE ARTS,264,98,178,66,86,32,4,1,2,1,270,  98.8,  49.1,260
Walpole - Walpole High,03070505,MATHEMATICS,234,87,147,55,87,32,27,10,8,3,269,  94.4,  39.6,259
Walpole - Walpole High,03070505,SCIENCE AND TECH/ENG,228,87,131,50,97,37,28,11,6,2,262,  94.9,N/A,N/A
Waltham - Waltham Sr High,03080505,ENGLISH LANGUAGE ARTS,302,75,186,46,116,29,39,10,63,16,404,  83.8,  52.3,301
Waltham - Waltham Sr High,03080505,MATHEMATICS,259,66,156,39,103,26,68,17,68,17,395,  80.6,  48.3,299
Waltham - Waltham Sr High,03080505,SCIENCE AND TECH/ENG,243,72,94,28,149,44,61,18,33,10,337,  85.7,N/A,N/A
Ware - Ware Junior/Senior High School,03090505,ENGLISH LANGUAGE ARTS,49,96,17,33,32,63,2,4,0,0,51,  99.0,  44.1,42
Ware - Ware Junior/Senior High School,03090505,MATHEMATICS,37,73,22,43,15,29,11,22,3,6,51,  89.2,  52.5,42
Ware - Ware Junior/Senior High School,03090505,SCIENCE AND TECH/ENG,33,73,13,29,20,44,11,24,1,2,45,  89.4,N/A,N/A
Wareham - Wareham Cooperative Alternative School,03100315,ENGLISH LANGUAGE ARTS,5,50,1,10,4,40,5,50,0,0,10,  85.0, ,2
Wareham - Wareham Senior High,03100505,ENGLISH LANGUAGE ARTS,95,95,47,47,48,48,4,4,1,1,100,  98.8,  57.2,85
Wareham - Wareham Senior High,03100505,MATHEMATICS,74,75,41,41,33,33,22,22,3,3,99,  91.7,  53.8,85
Wareham - Wareham Senior High,03100505,SCIENCE AND TECH/ENG,56,59,15,16,41,43,35,37,4,4,95,  85.3,N/A,N/A
Watertown - Watertown High,03140505,ENGLISH LANGUAGE ARTS,138,93,75,51,63,43,7,5,3,2,148,  97.6,  45.2,131
Watertown - Watertown High,03140505,MATHEMATICS,126,85,78,53,48,32,13,9,9,6,148,  92.9,  58.4,131
Watertown - Watertown High,03140505,SCIENCE AND TECH/ENG,104,76,40,29,64,47,26,19,6,4,136,  90.1,N/A,N/A
Wayland - Wayland High School,03150505,ENGLISH LANGUAGE ARTS,207,100,154,74,53,25,1,0,0,0,208,  99.9,  54.9,203
Wayland - Wayland High School,03150505,MATHEMATICS,195,94,158,76,37,18,10,5,2,1,207,  97.8,  36.1,201
Wayland - Wayland High School,03150505,SCIENCE AND TECH/ENG,196,97,122,60,74,36,7,3,0,0,203,  99.0,N/A,N/A
Webster - Bartlett High School,03160505,ENGLISH LANGUAGE ARTS,74,79,32,34,42,45,16,17,4,4,94,  90.7,  40.0,86
Webster - Bartlett High School,03160505,MATHEMATICS,61,66,40,43,21,23,14,15,18,19,93,  80.4,  46.4,85
Webster - Bartlett High School,03160505,SCIENCE AND TECH/ENG,47,58,12,15,35,43,26,32,8,10,81,  81.8,N/A,N/A
Wellesley - Wellesley Sr High,03170505,ENGLISH LANGUAGE ARTS,376,99,278,73,98,26,3,1,1,0,380,  99.7,  47.5,344
Wellesley - Wellesley Sr High,03170505,MATHEMATICS,367,97,316,84,51,13,9,2,2,1,378,  99.0,  71.5,342
Wellesley - Wellesley Sr High,03170505,SCIENCE AND TECH/ENG,341,94,215,60,126,35,17,5,3,1,361,  97.9,N/A,N/A
West Boylston - West Boylston Junior/Senior High,03220505,ENGLISH LANGUAGE ARTS,50,93,38,70,12,22,3,6,1,2,54,  98.1,  60.3,51
West Boylston - West Boylston Junior/Senior High,03220505,MATHEMATICS,44,83,24,45,20,38,8,15,1,2,53,  94.8,  46.8,50
West Boylston - West Boylston Junior/Senior High,03220505,SCIENCE AND TECH/ENG,40,77,21,40,19,37,11,21,1,2,52,  92.8,N/A,N/A
West Bridgewater - West Bridgewater Junior/Senior,03230505,ENGLISH LANGUAGE ARTS,103,99,54,52,49,47,1,1,0,0,104,  99.8,  42.5,102
West Bridgewater - West Bridgewater Junior/Senior,03230505,MATHEMATICS,90,87,59,57,31,30,12,12,2,2,104,  94.7,  52.8,102
West Bridgewater - West Bridgewater Junior/Senior,03230505,SCIENCE AND TECH/ENG,91,92,37,37,54,55,8,8,0,0,99,  97.5,N/A,N/A
West Springfield - West Springfield High,03320505,ENGLISH LANGUAGE ARTS,251,87,130,45,121,42,26,9,13,4,290,  95.0,  53.4,248
West Springfield - West Springfield High,03320505,MATHEMATICS,222,77,140,48,82,28,44,15,24,8,290,  89.1,  44.8,249
West Springfield - West Springfield High,03320505,SCIENCE AND TECH/ENG,199,73,102,38,97,36,64,24,9,3,272,  89.0,N/A,N/A
Westborough - Westborough High,03210505,ENGLISH LANGUAGE ARTS,249,97,196,76,53,21,5,2,3,1,257,  99.0,  53.4,243
Westborough - Westborough High,03210505,MATHEMATICS,240,93,206,80,34,13,10,4,7,3,257,  97.2,  47.3,243
Westborough - Westborough High,03210505,SCIENCE AND TECH/ENG,231,92,111,44,120,48,17,7,4,2,252,  97.3,N/A,N/A
Westfield - Westfield High,03250505,ENGLISH LANGUAGE ARTS,271,89,167,55,104,34,26,8,9,3,306,  95.8,  48.8,277
Westfield - Westfield High,03250505,MATHEMATICS,216,70,125,41,91,30,62,20,30,10,308,  85.2,  47.6,280
Westfield - Westfield High,03250505,SCIENCE AND TECH/ENG,214,76,79,28,135,48,49,17,19,7,282,  88.8,N/A,N/A
Westfield - Westfield Technical Academy,03250605,ENGLISH LANGUAGE ARTS,124,91,46,34,78,57,12,9,0,0,136,  97.4,  51.4,130
Westfield - Westfield Technical Academy,03250605,MATHEMATICS,96,71,38,28,58,43,29,21,11,8,136,  86.9,  52.4,131
Westfield - Westfield Technical Academy,03250605,SCIENCE AND TECH/ENG,77,59,9,7,68,52,48,37,5,4,130,  83.3,N/A,N/A
Westford - Westford Academy,03260505,ENGLISH LANGUAGE ARTS,421,99,349,82,72,17,4,1,1,0,426,  99.5,  51.3,400
Westford - Westford Academy,03260505,MATHEMATICS,408,96,349,83,59,14,13,3,2,0,423,  98.7,  42.5,401
Westford - Westford Academy,03260505,SCIENCE AND TECH/ENG,399,96,288,69,111,27,16,4,1,0,416,  98.6,N/A,N/A
Weston - Weston High,03300505,ENGLISH LANGUAGE ARTS,167,100,132,79,35,21,0,0,0,0,167, 100.0,  59.5,145
Weston - Weston High,03300505,MATHEMATICS,161,96,141,84,20,12,5,3,1,1,167,  98.5,  52.5,144
Weston - Weston High,03300505,SCIENCE AND TECH/ENG,149,92,89,55,60,37,13,8,0,0,162,  97.4,N/A,N/A
Westport - Westport Junior/Senior High School,03310515,ENGLISH LANGUAGE ARTS,47,87,17,31,30,56,5,9,2,4,54,  94.9,  43.8,50
Westport - Westport Junior/Senior High School,03310515,MATHEMATICS,29,54,13,24,16,30,15,28,10,19,54,  78.7,  36.7,51
Westport - Westport Junior/Senior High School,03310515,SCIENCE AND TECH/ENG,34,64,13,25,21,40,17,32,2,4,53,  85.4,N/A,N/A
Westwood - Westwood High,03350505,ENGLISH LANGUAGE ARTS,231,98,186,79,45,19,2,1,2,1,235,  99.3,  53.8,221
Westwood - Westwood High,03350505,MATHEMATICS,224,96,195,83,29,12,7,3,3,1,234,  98.2,  57.6,221
Westwood - Westwood High,03350505,SCIENCE AND TECH/ENG,218,94,135,58,83,36,12,5,2,1,232,  98.0,N/A,N/A
Weymouth - Weymouth High School,03360505,ENGLISH LANGUAGE ARTS,419,91,213,46,206,45,32,7,9,2,460,  96.6,  46.4,402
Weymouth - Weymouth High School,03360505,MATHEMATICS,331,73,186,41,145,32,80,18,45,10,456,  86.7,  43.4,398
Weymouth - Weymouth High School,03360505,SCIENCE AND TECH/ENG,311,71,123,28,188,43,105,24,23,5,439,  88.2,N/A,N/A
Whitman-Hanson - Whitman Hanson Regional,07800505,ENGLISH LANGUAGE ARTS,252,94,135,50,117,44,11,4,5,2,268,  97.8,  52.4,250
Whitman-Hanson - Whitman Hanson Regional,07800505,MATHEMATICS,211,78,133,49,78,29,47,17,13,5,271,  91.0,  45.6,252
Whitman-Hanson - Whitman Hanson Regional,07800505,SCIENCE AND TECH/ENG,221,86,115,45,106,41,33,13,3,1,257,  95.3,N/A,N/A
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,ENGLISH LANGUAGE ARTS,311,96,129,40,182,56,11,3,1,0,323,  98.5,  56.0,287
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,MATHEMATICS,267,83,141,44,126,39,44,14,12,4,323,  92.7,  57.5,286
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,SCIENCE AND TECH/ENG,227,78,59,20,168,58,58,20,7,2,292,  91.6,N/A,N/A
Wilmington - Wilmington High,03420505,ENGLISH LANGUAGE ARTS,201,96,142,68,59,28,7,3,2,1,210,  98.9,  53.1,200
Wilmington - Wilmington High,03420505,MATHEMATICS,187,89,124,59,63,30,18,9,5,2,210,  95.4,  58.0,200
Wilmington - Wilmington High,03420505,SCIENCE AND TECH/ENG,163,82,77,39,86,43,33,17,3,2,199,  93.3,N/A,N/A
Winchendon - Murdock High School,03430515,ENGLISH LANGUAGE ARTS,50,88,20,35,30,53,5,9,2,4,57,  96.1,  48.3,48
Winchendon - Murdock High School,03430515,MATHEMATICS,29,51,16,28,13,23,17,30,11,19,57,  76.8,  40.4,48
Winchendon - Murdock High School,03430515,SCIENCE AND TECH/ENG,26,54,3,6,23,48,19,40,3,6,48,  84.9,N/A,N/A
Winchester - Winchester High School,03440505,ENGLISH LANGUAGE ARTS,334,99,285,84,49,14,1,0,3,1,338,  99.7,  66.4,312
Winchester - Winchester High School,03440505,MATHEMATICS,327,96,270,80,57,17,7,2,5,1,339,  98.6,  63.5,315
Winchester - Winchester High School,03440505,SCIENCE AND TECH/ENG,322,96,235,70,87,26,10,3,3,1,335,  98.9,N/A,N/A
Winthrop - Winthrop High School,03460505,ENGLISH LANGUAGE ARTS,118,88,81,60,37,28,11,8,5,4,134,  94.8,  62.6,116
Winthrop - Winthrop High School,03460505,MATHEMATICS,108,80,58,43,50,37,15,11,12,9,135,  90.4,  66.9,114
Winthrop - Winthrop High School,03460505,SCIENCE AND TECH/ENG,94,73,31,24,63,49,29,23,5,4,128,  90.0,N/A,N/A
Woburn - Woburn High,03470505,ENGLISH LANGUAGE ARTS,271,90,153,51,118,39,18,6,12,4,301,  95.8,  48.3,263
Woburn - Woburn High,03470505,MATHEMATICS,232,78,161,54,71,24,44,15,22,7,298,  90.3,  51.9,261
Woburn - Woburn High,03470505,SCIENCE AND TECH/ENG,215,76,80,28,135,48,56,20,12,4,283,  90.5,N/A,N/A
Worcester - Burncoat Senior High,03480503,ENGLISH LANGUAGE ARTS,179,77,57,25,122,53,39,17,13,6,231,  92.9,  42.5,177
Worcester - Burncoat Senior High,03480503,MATHEMATICS,126,55,55,24,71,31,66,29,39,17,231,  79.0,  49.4,182
Worcester - Burncoat Senior High,03480503,SCIENCE AND TECH/ENG,91,50,23,13,68,38,74,41,16,9,181,  80.4,N/A,N/A
Worcester - Claremont Academy,03480350,ENGLISH LANGUAGE ARTS,70,79,23,26,47,53,17,19,2,2,89,  92.4,  58.0,78
Worcester - Claremont Academy,03480350,MATHEMATICS,46,52,12,14,34,39,33,38,9,10,88,  78.1,  61.5,77
Worcester - Claremont Academy,03480350,SCIENCE AND TECH/ENG,26,31,3,4,23,27,51,60,8,9,85,  69.4,N/A,N/A
Worcester - Doherty Memorial High,03480512,ENGLISH LANGUAGE ARTS,316,85,147,40,169,45,41,11,15,4,372,  93.5,  46.0,310
Worcester - Doherty Memorial High,03480512,MATHEMATICS,241,65,156,42,85,23,82,22,46,12,369,  82.8,  52.2,308
Worcester - Doherty Memorial High,03480512,SCIENCE AND TECH/ENG,207,61,72,21,135,40,106,31,24,7,337,  83.5,N/A,N/A
Worcester - North High,03480515,ENGLISH LANGUAGE ARTS,178,74,51,21,127,53,40,17,23,10,241,  88.2,  41.3,180
Worcester - North High,03480515,MATHEMATICS,100,42,42,18,58,25,74,31,62,26,236,  69.8,  41.7,179
Worcester - North High,03480515,SCIENCE AND TECH/ENG,75,40,11,6,64,34,93,49,21,11,189,  73.7,N/A,N/A
Worcester - South High Community,03480520,ENGLISH LANGUAGE ARTS,223,75,98,33,125,42,51,17,22,7,296,  88.8,  56.9,208
Worcester - South High Community,03480520,MATHEMATICS,141,48,81,28,60,21,85,29,65,22,291,  73.7,  52.5,206
Worcester - South High Community,03480520,SCIENCE AND TECH/ENG,124,51,41,17,83,34,95,39,26,11,245,  76.9,N/A,N/A
Worcester - University Pk Campus School,03480285,ENGLISH LANGUAGE ARTS,39,95,16,39,23,56,2,5,0,0,41,  98.8,  53.6,38
Worcester - University Pk Campus School,03480285,MATHEMATICS,29,71,19,46,10,24,10,24,2,5,41,  87.2,  66.2,38
Worcester - University Pk Campus School,03480285,SCIENCE AND TECH/ENG,25,66,10,26,15,39,13,34,0,0,38,  85.5,N/A,N/A
Worcester - Worcester Technical High,03480605,ENGLISH LANGUAGE ARTS,328,96,185,54,143,42,5,1,7,2,340,  99.3,  52.4,306
Worcester - Worcester Technical High,03480605,MATHEMATICS,297,88,181,53,116,34,33,10,9,3,339,  95.8,  62.0,305
Worcester - Worcester Technical High,03480605,SCIENCE AND TECH/ENG,268,79,85,25,183,54,64,19,6,2,338,  93.5,N/A,N/A
State Totals - State Totals,00000000,ENGLISH LANGUAGE ARTS,63833,91,35867,51,27966,40,4510,6,2189,3,70532,  96.2,  49.9,61055
State Totals - State Totals,00000000,MATHEMATICS,54500,78,35766,51,18734,27,9983,14,5704,8,70187,  89.5,  49.9,60804
State Totals - State Totals,00000000,SCIENCE AND TECH/ENG,50532,74,21613,32,28919,43,13915,21,3428,5,67875,  89.3,N/A,N/A
