2017-18 Enrollment By Race/Gender Report (School) ,,,,,,,,,,
School Name,School Code,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Gardner - Gardner Middle School,01030405,   2.2,   1.8,  19.0,  68.1,   0.0,   0.0,   8.8,  50.5,  49.5
Gardner - Waterford Street,01030020,   2.6,   1.1,  19.4,  70.5,   0.0,   0.0,   6.4,  50.6,  49.4
Gateway - Chester Elementary,06720059,   0.8,   0.0,   3.4,  91.6,   1.7,   0.0,   2.5,  61.3,  38.7
Gateway - Gateway Regional High,06720505,   0.5,   0.9,   4.2,  92.6,   0.0,   0.0,   1.9,  47.4,  52.6
Gateway - Gateway Regional Middle School,06720405,   1.0,   0.0,   4.5,  92.9,   0.5,   0.0,   1.0,  52.0,  48.0
Gateway - Littleville Elementary School,06720143,   1.0,   0.0,   3.3,  92.3,   0.0,   0.3,   3.0,  51.2,  48.8
Georgetown - Georgetown High School,01050505,   0.7,   1.2,   3.0,  93.0,   0.0,   0.0,   2.0,  48.1,  51.9
Georgetown - Georgetown Middle School,01050305,   1.3,   1.3,   1.3,  95.2,   0.0,   0.0,   0.9,  55.2,  44.8
Georgetown - Penn Brook,01050010,   1.0,   1.2,   1.9,  94.5,   0.0,   0.3,   1.2,  51.2,  48.8
Georgetown - Perley Elementary,01050005,   0.0,   0.8,   0.0,  97.5,   0.8,   0.0,   0.8,  47.9,  52.1
Gill-Montague - Gill Elementary,06740005,   1.5,   0.0,   2.2,  88.8,   0.0,   0.0,   7.5,  52.2,  47.8
Gill-Montague - Great Falls Middle,06740310,   2.0,   0.4,   9.4,  82.4,   0.4,   0.0,   5.3,  51.8,  48.2
Gill-Montague - Hillcrest Elementary School,06740015,   0.0,   0.6,  16.7,  74.1,   0.0,   0.6,   8.0,  59.3,  40.7
Gill-Montague - Sheffield Elementary School,06740050,   0.0,   0.0,  17.1,  73.1,   0.5,   0.5,   8.8,  51.4,  48.6
Gill-Montague - Turners Fall High,06740505,   1.4,   0.5,   7.8,  85.8,   0.0,   0.0,   4.6,  41.1,  58.9
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,  10.2,   0.8,  36.0,  47.2,   0.8,   0.0,   5.1,  50.3,  49.7
Gloucester - Beeman Memorial,01070010,   0.9,   1.8,  15.6,  78.8,   0.6,   0.0,   2.4,  48.7,  51.3
Gloucester - East Gloucester Elementary,01070020,   0.0,   0.0,   9.3,  86.5,   0.0,   0.0,   4.2,  52.6,  47.4
Gloucester - Gloucester High,01070505,   2.1,   1.4,  10.9,  82.8,   0.4,   0.6,   1.8,  53.5,  46.5
Gloucester - Gloucester PreSchool,01070025,   3.7,   1.9,   7.5,  80.4,   0.0,   0.0,   6.5,  57.9,  42.1
Gloucester - Plum Cove School,01070042,   3.3,   0.5,   4.7,  89.6,   0.0,   0.0,   1.9,  50.5,  49.5
Gloucester - Ralph B O'Maley Middle,01070305,   2.1,   1.5,   7.2,  84.2,   0.1,   0.4,   4.5,  53.4,  46.6
Gloucester - Veterans Memorial,01070045,   1.4,   1.9,  19.3,  74.9,   0.0,   0.0,   2.4,  45.9,  54.1
Gloucester - West Parish,01070050,   1.4,   2.0,   5.9,  85.4,   0.8,   0.3,   4.2,  50.0,  50.0
Gosnold - Cuttyhunk Elementary,01090005,   0.0,   0.0,   0.0, 100.0,   0.0,   0.0,   0.0,  50.0,  50.0
Grafton - Grafton High School,01100505,   1.4,   9.2,   3.5,  83.1,   0.0,   0.1,   2.6,  49.3,  50.7
Grafton - Grafton Middle,01100305,   1.7,  10.5,   3.1,  82.1,   0.0,   0.0,   2.7,  48.1,  51.9
Grafton - Millbury Street Elementary School,01100200,   1.8,  16.0,   5.8,  74.5,   0.0,   0.0,   1.8,  52.1,  47.9
Grafton - North Grafton Elementary,01100025,   1.2,  11.8,   3.5,  79.1,   0.4,   0.0,   3.9,  52.0,  48.0
Grafton - North Street Elementary School,01100030,   0.7,   8.0,   6.3,  79.1,   0.5,   0.5,   4.8,  54.3,  45.7
Grafton - South Grafton Elementary,01100005,   0.0,  16.6,   4.6,  75.2,   0.0,   0.0,   3.6,  58.9,  41.1
Granby - East Meadow,01110004,   0.0,   1.4,   6.8,  89.2,   0.0,   0.0,   2.7,  56.8,  43.2
Granby - Granby Jr Sr High School,01110505,   0.3,   2.6,   8.8,  86.8,   0.3,   0.0,   1.2,  55.4,  44.6
Granby - West Street,01110010,   0.0,   1.4,   9.0,  82.5,   0.9,   0.0,   6.1,  47.2,  52.8
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,   2.3,   1.7,   9.8,  79.5,   0.5,   0.1,   6.1,  55.8,  44.2
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,   0.9,   1.2,  82.0,  15.8,   0.1,   0.0,   0.0,  49.9,  50.1
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,   3.7,  16.3,  32.2,  44.2,   0.3,   0.0,   3.3,  55.4,  44.6
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,   8.1,   0.8,  21.6,  65.1,   0.5,   0.0,   3.9,  50.3,  49.7
Greenfield - Discovery School at Four Corners,01140025,   0.8,   0.0,   9.1,  89.7,   0.0,   0.0,   0.4,  50.8,  49.2
Greenfield - Federal Street School,01140010,   4.5,   0.8,  17.0,  70.4,   0.0,   0.0,   7.3,  49.8,  50.2
Greenfield - Greenfield High,01140505,   2.8,   2.8,  18.8,  68.8,   0.0,   0.0,   6.7,  54.1,  45.7
Greenfield - Greenfield Middle,01140305,   1.1,   1.6,  17.7,  73.1,   0.0,   0.0,   6.6,  52.8,  47.2
Greenfield - Newton School,01140035,   2.5,   0.8,  31.0,  58.3,   0.0,   0.0,   7.4,  50.8,  49.2
Greenfield - The Academy of Early Learning at North Parish,01140005,   1.7,   1.7,  12.0,  82.1,   0.0,   0.0,   2.6,  52.1,  47.9
Groton-Dunstable - Boutwell School,06730001,   0.0,   4.8,   9.5,  79.4,   1.6,   0.0,   4.8,  47.6,  52.4
Groton-Dunstable - Florence Roche School,06730010,   0.4,   5.8,   1.4,  88.3,   0.2,   0.2,   3.7,  50.7,  49.3
Groton-Dunstable - Groton Dunstable Regional,06730505,   1.0,   6.4,   1.0,  90.8,   0.1,   0.0,   0.6,  49.6,  50.4
Groton-Dunstable - Groton Dunstable Regional Middle,06730305,   1.0,   6.0,   1.8,  88.8,   0.3,   0.3,   1.8,  51.1,  48.9
Groton-Dunstable - Swallow/Union School,06730005,   0.0,   6.6,   2.8,  88.6,   0.0,   0.0,   2.1,  53.8,  46.2
Hadley - Hadley Elementary,01170015,   3.1,   1.0,   9.4,  79.4,   0.3,   2.4,   4.2,  53.3,  46.7
Hadley - Hopkins Academy,01170505,   1.7,   2.5,   8.3,  81.0,   0.4,   2.9,   3.3,  52.1,  47.9
Halifax - Halifax Elementary,01180005,   1.5,   0.5,   2.2,  92.8,   0.3,   0.2,   2.5,  50.6,  49.4
Hamilton-Wenham - Bessie Buker Elementary,06750007,   0.0,   3.1,   6.6,  87.9,   0.0,   0.0,   2.3,  54.1,  45.9
Hamilton-Wenham - Cutler School,06750010,   0.0,   3.5,   2.4,  90.3,   0.0,   1.0,   2.8,  50.2,  49.8
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,   0.4,   3.6,   3.6,  90.0,   0.0,   0.0,   2.5,  49.3,  50.7
Hamilton-Wenham - Miles River Middle,06750310,   0.8,   2.9,   3.7,  90.9,   0.0,   0.5,   1.3,  44.9,  55.1
Hamilton-Wenham - Winthrop School,06750015,   2.7,   4.8,   4.5,  85.6,   1.0,   0.0,   1.4,  47.4,  52.6
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,  27.5,   2.4,  31.8,  36.7,   0.0,   0.0,   1.6,  48.1,  51.9
Hampden-Wilbraham - Green Meadows Elementary,06800005,   1.2,   1.2,   6.0,  88.0,   0.0,   0.0,   3.6,  48.8,  51.2
Hampden-Wilbraham - Mile Tree Elementary,06800025,   2.0,   2.3,   4.6,  87.3,   0.0,   0.6,   3.2,  48.4,  51.6
Hampden-Wilbraham - Minnechaug Regional High,06800505,   2.4,   3.4,   5.2,  85.7,   0.2,   0.2,   2.9,  48.9,  51.1
Hampden-Wilbraham - Soule Road,06800030,   4.4,   1.5,   7.0,  84.3,   0.0,   0.0,   2.9,  49.4,  50.6
Hampden-Wilbraham - Stony Hill School,06800050,   1.7,   1.7,   8.8,  82.8,   0.0,   0.0,   5.1,  54.9,  45.1
Hampden-Wilbraham - Thornton Burgess,06800305,   3.8,   1.9,   8.6,  81.0,   1.9,   0.0,   2.9,  52.4,  47.6
Hampden-Wilbraham - Wilbraham Middle,06800310,   2.5,   2.8,   5.3,  86.8,   0.3,   0.0,   2.3,  49.0,  51.0
Hampshire - Hampshire Regional High,06830505,   0.6,   0.7,   3.3,  93.2,   0.0,   0.0,   2.3,  45.5,  54.5
Hancock - Hancock Elementary,01210005,   2.4,   0.0,   0.0,  97.6,   0.0,   0.0,   0.0,  61.9,  38.1
Hanover - Cedar Elementary,01220004,   1.0,   1.9,   1.4,  95.7,   0.0,   0.0,   0.0,  54.3,  45.7
Hanover - Center Elementary,01220005,   0.3,   0.9,   2.7,  94.9,   0.0,   0.0,   1.2,  52.2,  47.8
Hanover - Hanover High,01220505,   0.6,   2.4,   1.1,  95.8,   0.0,   0.0,   0.1,  53.4,  46.1
Hanover - Hanover Middle,01220305,   1.1,   2.8,   2.2,  93.5,   0.0,   0.0,   0.5,  51.9,  48.1
Hanover - Sylvester,01220015,   0.4,   1.7,   1.7,  94.8,   0.0,   0.0,   1.3,  50.7,  49.3
Harvard - Bromfield,01250505,   2.0,  12.8,   4.3,  79.2,   0.0,   0.0,   1.7,  51.0,  48.9
Harvard - Hildreth Elementary School,01250005,   3.0,   8.6,   5.0,  79.5,   0.0,   0.0,   3.9,  49.3,  50.7
Hatfield - Hatfield Elementary,01270005,   0.8,   0.4,   4.0,  93.9,   0.0,   0.0,   0.8,  52.6,  47.0
Hatfield - Smith Academy,01270505,   1.1,   2.6,   3.2,  89.4,   0.0,   0.0,   3.7,  51.9,  48.1
Haverhill - Bradford Elementary,01280008,   4.1,   1.6,  19.9,  72.2,   0.3,   0.0,   1.9,  53.5,  46.5
Haverhill - Caleb Dustin Hunking School,01280030,   3.9,   1.6,  20.4,  72.0,   0.1,   0.1,   2.0,  51.4,  48.6
Haverhill - Consentino Annex at Bartlett School,01280005,   4.7,   0.0,  43.9,  47.7,   0.0,   0.0,   3.7,  51.4,  48.6
Haverhill - Consentino Middle School,01280100,   4.4,   1.8,  47.5,  44.7,   0.1,   0.1,   1.3,  49.7,  50.3
Haverhill - Crowell,01280020,   3.1,   2.1,  51.5,  41.2,   1.0,   0.0,   1.0,  51.5,  48.5
Haverhill - Dr Paul Nettle,01280050,   5.0,   3.2,  36.6,  53.4,   0.2,   0.2,   1.4,  49.2,  50.8
Haverhill - Golden Hill,01280026,   2.6,   1.8,  44.3,  47.7,   0.0,   0.0,   3.6,  51.1,  48.9
Haverhill - Greenleaf Kindergarten Center,01280027,   3.7,   3.7,  57.4,  31.5,   0.0,   0.0,   3.7,  48.1,  51.9
Haverhill - Haverhill Alternative School,01280033,  10.9,   0.0,  43.5,  45.7,   0.0,   0.0,   0.0,  76.1,  23.9
Haverhill - Haverhill High,01280505,   4.2,   1.7,  29.8,  62.8,   0.1,   0.1,   1.3,  51.0,  49.0
Haverhill - John G Whittier,01280085,   3.9,   1.8,  24.4,  68.5,   0.4,   0.4,   0.7,  51.5,  48.5
Haverhill - Moody,01280045,   6.3,   1.8,  28.5,  62.4,   0.0,   0.5,   0.5,  63.8,  36.2
Haverhill - Pentucket Lake Elementary,01280054,   5.6,   2.2,  42.3,  47.0,   0.8,   0.2,   2.0,  54.8,  45.2
Haverhill - TEACH,01280073,   4.0,   2.0,  44.0,  46.0,   0.0,   0.0,   4.0,  80.0,  20.0
Haverhill - Tilton,01280075,   2.2,   0.9,  56.1,  38.4,   0.4,   0.0,   2.0,  50.7,  49.3
Haverhill - Walnut Square,01280080,   2.1,   0.7,  20.0,  72.1,   0.0,   0.0,   5.0,  45.0,  55.0
Hawlemont - Hawlemont Regional,06850005,   0.6,   0.0,   9.2,  84.0,   0.6,   0.0,   5.5,  41.7,  58.3
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,04190305,  76.6,   0.5,  21.0,   0.9,   0.5,   0.5,   0.0,  54.7,  45.3
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,04550050,   5.6,   0.7,  21.5,  69.3,   0.0,   0.0,   3.0,  42.6,  57.4
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,04500105,   0.5,   1.4,   6.0,  80.7,   0.0,   0.0,  11.5,  53.7,  46.3
Hingham - East Elementary School,01310005,   0.8,   1.9,   2.1,  93.0,   0.0,   0.0,   2.3,  56.5,  43.5
Hingham - Hingham High,01310505,   1.3,   2.5,   2.7,  91.4,   0.0,   0.0,   2.1,  49.5,  50.5
Hingham - Hingham Middle School,01310410,   1.3,   2.6,   2.4,  90.5,   0.0,   0.1,   3.1,  52.6,  47.4
Hingham - Plymouth River,01310019,   1.7,   2.8,   4.5,  88.9,   0.0,   0.0,   2.1,  48.7,  51.3
Hingham - South Elementary,01310020,   1.9,   3.8,   1.5,  88.0,   0.0,   0.0,   4.7,  50.7,  49.3
Hingham - Wm L Foster Elementary,01310010,   0.7,   2.0,   4.5,  89.0,   0.0,   0.0,   3.8,  53.6,  46.4
Holbrook - Holbrook Middle High School,01330505,  23.8,   4.6,  11.9,  52.8,   0.0,   0.0,   7.0,  49.9,  50.1
Holbrook - John F Kennedy,01330018,  16.1,   4.5,  12.8,  56.9,   0.2,   0.0,   9.6,  52.6,  47.4
Holland - Holland Elementary,01350005,   2.1,   1.7,   5.2,  90.1,   0.4,   0.0,   0.4,  51.9,  48.1
Holliston - Holliston High,01360505,   0.9,   6.1,   2.4,  88.0,   0.3,   0.0,   2.4,  51.4,  48.4
Holliston - Miller School,01360007,   0.9,   8.0,   6.0,  81.6,   0.1,   0.0,   3.4,  51.5,  48.5
Holliston - Placentino Elementary,01360010,   1.1,   8.7,   4.8,  80.4,   0.1,   0.0,   4.8,  53.1,  46.9
Holliston - Robert H. Adams Middle School,01360305,   1.2,   8.0,   4.7,  83.6,   0.6,   0.0,   1.9,  49.2,  50.8
Holyoke - E N White Elementary,01370045,   3.4,   0.4,  80.7,  13.9,   0.0,   0.0,   1.6,  49.8,  50.2
Holyoke - H.B. Lawrence School,01370070,   3.6,   0.7,  86.3,   7.6,   0.0,   0.0,   1.8,  52.5,  47.5
Holyoke - Holyoke High,01370505,   2.4,   0.8,  74.5,  20.8,   0.1,   0.1,   1.3,  51.5,  48.4
Holyoke - Joseph Metcalf School,01370003,   5.8,   0.4,  54.1,  36.7,   0.0,   0.0,   3.1,  46.7,  53.3
Holyoke - Kelly Elementary,01370040,   1.1,   0.2,  95.2,   3.0,   0.0,   0.0,   0.5,  53.4,  46.6
Holyoke - Lt Clayre Sullivan Elementary,01370055,   3.5,   1.7,  79.1,  14.6,   0.0,   0.0,   1.1,  50.3,  49.7
Holyoke - Lt Elmer J McMahon Elementary,01370015,   1.9,   1.4,  61.6,  32.2,   0.0,   0.2,   2.6,  56.8,  43.2
Holyoke - Maurice A Donahue Elementary,01370060,   4.3,   0.6,  81.4,  13.0,   0.0,   0.2,   0.4,  56.3,  43.7
Holyoke - Morgan Full Service Community School,01370025,   4.3,   1.4,  91.1,   1.9,   0.0,   0.0,   1.2,  50.5,  49.5
Holyoke - William R. Peck School,01370030,   4.4,   0.0,  88.2,   5.9,   0.0,   0.6,   0.9,  55.8,  44.2
Holyoke - Wm J Dean Vocational Technical High,01370605,   2.2,   0.5,  92.3,   4.4,   0.0,   0.0,   0.5,  53.0,  47.0
Holyoke Community Charter (District) - Holyoke Community Charter School,04530005,   1.7,   0.4,  91.2,   5.0,   0.0,   0.0,   1.7,  42.5,  57.5
Hopedale - Hopedale Jr Sr High,01380505,   0.8,   2.4,   3.2,  90.9,   1.0,   0.2,   1.6,  49.3,  50.7
Hopedale - Memorial,01380010,   1.1,   0.6,   6.4,  88.6,   0.2,   0.2,   2.9,  54.5,  45.5
Hopedale - Park Street School,01380003,   0.0,   2.4,   1.2,  80.7,   1.2,   0.0,  14.5,  50.6,  49.4
Hopkinton - Center,01390005,   0.4,  19.2,   2.2,  75.3,   0.2,   0.0,   2.6,  50.2,  49.8
Hopkinton - Elmwood,01390010,   0.8,  17.4,   2.6,  74.1,   0.4,   0.2,   4.6,  52.1,  47.9
Hopkinton - Hopkins Elementary School,01390015,   0.7,  15.9,   3.3,  75.6,   0.2,   0.0,   4.3,  51.7,  48.3
Hopkinton - Hopkinton High,01390505,   0.8,  10.6,   2.2,  85.0,   0.3,   0.0,   1.2,  50.2,  49.8
Hopkinton - Hopkinton Middle School,01390305,   1.1,  11.9,   2.4,  81.2,   0.2,   0.0,   3.1,  48.6,  51.4
Hopkinton - Hopkinton Pre-School,01390003,   0.0,  10.2,   6.8,  83.1,   0.0,   0.0,   0.0,  59.3,  40.7
Hudson - C A Farley,01410030,   1.5,   2.6,  15.4,  79.0,   0.0,   0.0,   1.5,  48.6,  51.4
Hudson - David J. Quinn Middle School,01410410,   1.5,   2.2,  10.5,  82.3,   0.0,   0.0,   3.5,  47.5,  52.5
Hudson - Forest Avenue Elementary,01410015,   2.0,   2.3,  11.3,  79.7,   0.3,   0.0,   4.5,  51.7,  48.3
Hudson - Hudson High,01410505,   1.9,   1.4,   8.4,  86.4,   0.2,   0.1,   1.6,  49.0,  51.0
Hudson - Mulready Elementary,01410007,   1.7,   2.5,   8.9,  83.1,   0.0,   0.0,   3.8,  50.8,  49.2
Hull - Hull High,01420505,   1.4,   0.7,   1.7,  94.2,   0.0,   0.0,   2.0,  52.7,  47.3
Hull - Lillian M Jacobs,01420015,   2.4,   1.0,   1.0,  93.9,   0.0,   0.0,   1.7,  53.7,  46.3
Hull - Memorial Middle,01420305,   0.5,   0.5,   0.5,  98.4,   0.0,   0.0,   0.0,  55.9,  44.1
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,   4.1,   7.4,   7.2,  76.9,   0.0,   0.0,   4.4,  48.0,  52.0
Ipswich - Ipswich High,01440505,   0.6,   2.3,   4.7,  89.5,   0.0,   0.0,   2.9,  50.0,  49.8
Ipswich - Ipswich Middle School,01440305,   0.9,   0.9,   5.0,  88.2,   0.0,   0.0,   5.0,  48.4,  51.6
Ipswich - Paul F Doyon Memorial,01440007,   0.7,   2.0,   3.0,  92.3,   0.0,   0.0,   2.0,  51.4,  48.6
Ipswich - Winthrop,01440015,   2.9,   0.8,   7.7,  83.3,   0.0,   0.0,   5.3,  50.5,  49.5
King Philip - King Philip Middle School,06900510,   2.0,   1.8,   3.1,  90.7,   0.0,   0.0,   2.4,  52.7,  47.2
King Philip - King Philip Regional High,06900505,   1.8,   1.8,   1.5,  92.8,   0.0,   0.1,   2.0,  52.1,  47.9
Kingston - Kingston Elementary,01450005,   0.7,   0.4,   2.9,  95.6,   0.4,   0.0,   0.0,  53.2,  46.8
Kingston - Kingston Intermediate,01450020,   1.0,   0.5,   3.3,  93.9,   0.5,   0.0,   0.7,  50.8,  49.0
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,  69.2,   0.4,  28.9,   0.4,   0.0,   0.0,   1.3,  53.4,  46.6
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,  20.5,   3.2,  66.6,   6.4,   0.2,   0.0,   3.1,  49.9,  50.1
Lanesborough - Lanesborough Elementary,01480005,   2.4,   0.0,   1.9,  94.3,   0.0,   0.0,   1.4,  45.2,  54.8
Lawrence - Alexander B Bruce,01490015,   0.8,   1.7,  92.8,   4.6,   0.0,   0.0,   0.0,  46.6,  53.4
Lawrence - Arlington Middle School,01490017,   0.7,   0.0,  97.4,   1.7,   0.0,   0.0,   0.2,  50.5,  49.5
Lawrence - Community Day Arlington,01490009,   0.9,   0.0,  96.9,   1.7,   0.0,   0.0,   0.5,  51.1,  48.9
Lawrence - Edward F. Parthum,01490053,   1.0,   0.5,  93.0,   5.0,   0.2,   0.0,   0.5,  51.4,  48.6
Lawrence - Emily G Wetherbee,01490080,   0.6,   2.7,  91.6,   4.3,   0.0,   0.0,   0.9,  47.4,  52.6
Lawrence - Francis M Leahy,01490040,   0.4,   0.0,  96.7,   2.7,   0.0,   0.0,   0.2,  51.2,  48.8
Lawrence - Frost Middle School,01490525,   2.2,   4.1,  83.8,   8.9,   0.0,   0.0,   1.0,  53.5,  46.5
Lawrence - Gerard A. Guilmette,01490022,   2.7,   0.6,  93.6,   2.9,   0.0,   0.0,   0.2,  52.9,  47.1
Lawrence - Guilmette Middle School,01490025,   1.9,   0.6,  94.7,   2.7,   0.0,   0.0,   0.2,  47.3,  52.7
Lawrence - High School Learning Center,01490536,   0.0,   0.5,  95.2,   4.3,   0.0,   0.0,   0.0,  62.6,  37.4
Lawrence - James F Hennessey,01490020,   1.4,   0.9,  94.2,   2.9,   0.0,   0.0,   0.6,  51.6,  48.4
Lawrence - John Breen School,01490003,   2.4,   3.6,  88.7,   5.1,   0.0,   0.0,   0.3,  52.8,  47.2
Lawrence - John K Tarbox,01490075,   0.3,   0.0,  96.3,   2.4,   0.0,   0.0,   0.9,  53.2,  46.8
Lawrence - Lawlor Early Childhood Center,01490002,   1.2,   0.0,  96.9,   1.2,   0.0,   0.0,   0.6,  53.4,  46.6
Lawrence - Lawrence Family Public Academy,01490011,   1.4,   0.9,  93.4,   4.2,   0.0,   0.0,   0.0,  58.0,  42.0
Lawrence - Lawrence High School,01490515,   1.5,   1.8,  93.3,   3.2,   0.1,   0.0,   0.2,  51.8,  48.2
Lawrence - Oliver Partnership School,01490048,   0.9,   0.7,  94.6,   3.6,   0.0,   0.0,   0.2,  51.9,  48.1
Lawrence - Parthum Middle School,01490027,   1.5,   0.3,  91.2,   6.2,   0.0,   0.0,   0.7,  50.3,  49.7
Lawrence - Phoenix Academy Lawrence,01490540,   1.6,   0.8,  92.8,   4.8,   0.0,   0.0,   0.0,  61.6,  38.4
Lawrence - Robert Frost,01490018,   2.5,   2.5,  85.1,   8.6,   0.0,   0.0,   1.2,  50.7,  49.3
Lawrence - Rollins Early Childhood Center,01490001,   1.6,   0.5,  93.2,   4.7,   0.0,   0.0,   0.0,  59.5,  40.5
Lawrence - School for Exceptional Studies,01490537,   1.3,   0.7,  84.7,  12.7,   0.0,   0.0,   0.7,  81.3,  18.7
Lawrence - South Lawrence East Elementary School,01490004,   1.2,   1.9,  91.3,   4.9,   0.0,   0.0,   0.7,  54.7,  45.3
Lawrence - Spark Academy,01490085,   1.5,   2.2,  93.5,   2.6,   0.0,   0.0,   0.2,  47.6,  52.4
Lawrence - UP Academy Leonard Middle School,01490090,   1.0,   0.3,  96.6,   2.0,   0.0,   0.0,   0.0,  55.2,  44.8
Lawrence - UP Academy Oliver Middle School,01490049,   0.6,   0.0,  95.9,   3.5,   0.0,   0.0,   0.0,  53.9,  46.1
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,04540205,   0.8,   0.0,  98.4,   0.8,   0.0,   0.0,   0.0,  45.7,  54.3
Lee - Lee Elementary,01500025,   0.6,   2.6,   9.6,  84.3,   0.0,   0.0,   2.9,  51.3,  48.7
Lee - Lee Middle/High School,01500505,   0.6,   2.0,   6.6,  87.1,   0.3,   0.0,   3.4,  49.9,  50.1
Leicester - Leicester High,01510505,   3.9,   2.6,   7.2,  82.9,   0.7,   0.4,   2.4,  53.1,  46.9
Leicester - Leicester Memorial Elementary,01510005,   5.7,   2.1,   9.0,  79.6,   0.6,   0.0,   3.0,  54.1,  45.9
Leicester - Leicester Middle,01510015,   4.1,   2.9,   8.7,  80.6,   0.0,   0.0,   3.6,  50.0,  50.0
Leicester - Leicester Primary School,01510010,   5.5,   3.0,   9.4,  80.7,   0.0,   0.0,   1.4,  58.7,  41.3
Lenox - Lenox Memorial High,01520505,   0.5,   5.2,   7.4,  84.7,   0.0,   0.0,   2.3,  48.9,  51.1
Lenox - Morris,01520015,   0.6,   5.5,   7.4,  82.3,   0.0,   0.0,   4.2,  50.8,  49.2
Leominster - Bennett,01530003,   9.3,   4.7,  30.2,  54.7,   0.0,   0.0,   1.2,  67.4,  32.6
Leominster - Center For Technical Education Innovation,01530605,   7.0,   3.9,  33.1,  52.6,   0.0,   0.4,   3.1,  64.0,  36.0
Leominster - Fall Brook,01530007,   5.6,   1.7,  32.4,  54.8,   0.3,   0.0,   5.2,  51.0,  49.0
Leominster - Frances Drake School,01530010,   6.8,   3.9,  41.0,  42.1,   0.0,   0.0,   6.3,  52.6,  47.4
Leominster - Johnny Appleseed,01530025,  10.8,   4.1,  30.6,  49.9,   0.3,   0.0,   4.3,  49.0,  51.0
Leominster - Leominster Center for Excellence,01530515,   4.0,   0.0,  32.0,  60.0,   0.0,   0.0,   4.0,  38.0,  62.0
Leominster - Leominster High School,01530505,   9.7,   3.0,  25.9,  58.9,   0.2,   0.0,   2.3,  46.0,  54.0
Leominster - Lincoln School,01530005,   4.2,   4.2,  27.1,  62.5,   0.0,   0.0,   2.1,  70.8,  29.2
Leominster - Northwest,01530030,   6.3,   1.9,  36.9,  49.5,   0.0,   0.0,   5.4,  51.1,  48.9
Leominster - Priest Street,01530040,   6.4,   2.4,  45.6,  37.6,   0.0,   0.0,   8.0,  56.0,  44.0
Leominster - Samoset School,01530045,   6.1,   2.0,  32.0,  57.4,   0.0,   0.0,   2.4,  51.9,  47.9
Leominster - Sky View Middle School,01530320,   8.6,   5.6,  33.0,  49.1,   0.2,   0.0,   3.6,  52.0,  48.0
Leverett - Leverett Elementary,01540005,   0.0,   0.0,   6.4,  82.4,   0.0,   0.0,  11.2,  58.4,  41.6
Lexington - Bowman,01550008,   5.5,  32.0,   2.7,  50.2,   0.0,   0.0,   9.6,  51.1,  48.9
